Area,Type,Key,English,Russian,German,Spanish,Portuguese,Japanese,Korean
StatMods,,#SKILL_STATMOD_OREVALUE_DESC,Ore Value +{0}%,Стоимость руды +{0}%,Erzwert +{0}%,Valor de minerales +{0}%,Valor de minérios +{0}%,鉱石価値+{0}%,광물 가치 +{0}%
StatMods,,#SKILL_STATMOD_BARVALUE_DESC,Bar Value +{0}%,Стоимость слитков +{0}%,Barrenwert +{0}%,Valor de lingotes +{0}%,Valor das Barras +{0}%,鋳塊価値+{0}%,막대 가치 +{0}%
StatMods,,#SKILL_STATMOD_ITEMVALUE_DESC,Item Value +{0}%,Стоимость предметов +{0}%,Gegenstandswert +{0}%,Valor de objetos +{0}%,Valor de itens +{0}%,アイテム価値+{0}%,아이템 가치 +{0}%
StatMods,,#SKILL_STATMOD_SMELTSPEED_DESC,Smelt Speed +{0}%,Темп плавки +{0}%,Schmelztempo +{0}%,Vel. de fundición +{0}%,Vel. Fundição +{0}%,精錬速度+{0}%,제련 속도 +{0}%
StatMods,,#SKILL_STATMOD_SMELTDOUBLECHANCE_DESC,{0}% chance to smelt +1 extra bar,Шанс {0}% произвести +1 слиток,{0}% Chance auf 1 zusätzl. Barren,{0}% de posibilidades de fundir un lingote extra,{0}% de chance de fundir +1 barra,{0}%の確率で精錬鋳塊数1増加,{0}% 확률로 추가 막대 +1 제련
StatMods,,#SKILL_STATMOD_SMELTDISCOUNT_DESC,Smelt requirements -{0}%,Требования для плавки -{0}%,Schmelzkosten -{0}%,Requisitos de fundición -{0}%,Requisitos de fundição -{0}%,精錬コスト -{0}%,제련 요구 -{0}%
StatMods,,#SKILL_STATMOD_SMELTBOOSTSTRENGTH_DESC,Smelt Boost Strength +{0}%,Сила буста литейной +{0}%,Gießerei-Boost-Stärke +{0}%,Potencia del boost de fundición +{0}%,Força do boost da fundição +{0}%,精錬ブースト効果+{0}%,제련 부스트 효과 +{0}%
StatMods,,#SKILL_STATMOD_CRAFTSPEED_DESC,Craft Speed +{0}%,Темп крафта +{0}%,Fertigungstempo +{0}%,Vel. de creación +{0}%,Vel. Criação +{0}%,製造速度+{0}%,제작 속도 +{0}%
StatMods,,#SKILL_STATMOD_CRAFTDISCOUNT_DESC,Craft requirements -{0}%,Требования для крафта -{0}%,Fertigungskosten -{0}%,Requisitos de creación -{0}%,Requisitos de criação -{0}%,製造コスト -{0}%,제작 요구 -{0}%
StatMods,,#SKILL_STATMOD_CRAFTBOOSTSTRENGTH_DESC,Craft Boost Strength +{0}%,Сила буста мастерской +{0}%,Werkstatt-Boost-Stärke +{0}%,Potencia del boost de taller +{0}%,Força do boost da oficina +{0}%,製作ブースト効果+{0}%,제작 부스트 효과 +{0}%
StatMods,,#SKILL_STATMOD_MANAGERS_DESC,Manager Bonus +{0}%,Бонус Героев +{0}%,Anführer-Bonus +{0}%,Bono de líderes +{0}%,Bônus de Chefes +{0}%,チーフボーナス+{0}%,부족장 보너스 +{0}%
StatMods,,#SKILL_STATMOD_VALORCAP_DESC,Valor Cap +{0}%,Ёмкость Отваги +{0}%,Mut-Kapazität +{0}%,Límite de Valentia +{0}%,Limite de Valentia +{0}%,武勇上限+{0}%,용맹 한도 +{0}%
StatMods,,#SKILL_STATMOD_VALORGEN_DESC,Valor Generation +{0}%,Генерация Отваги +{0}%,Mut-Generierung +{0}%,Generación de Valentia +{0}%,Geração de Valentia +{0}%,武勇生成+{0}%,용맹 생성 +{0}%
StatMods,,#SKILL_STATMOD_EXP_DESC,EXP +{0}%,EXP +{0}%,EXP +{0}%,EXP +{0}%,EXP +{0}%,EXP+{0}%,경험치 +{0}%
,,,,,,,,,
StatMods,,#SKILL_FEATURE_SHOWORESTOCKINREASEICON_NAME,Ore Stock Display,Отображение запасов руды,Erzvorrat-Anzeige,Visualización de existencias,Exibição de estoque,鉱石在庫表示,광석 재고 표시
StatMods,,#SKILL_FEATURE_SHOWORESTOCKINREASEICON_DESC,Unlocks Current Mining/Cargo balance display in mines.,Открывает отображение баланса Добычи/Груза в шахтах.,Schaltet Anzeige des Abbau-/Frachtverhältnisses in Minen frei.,Desbloquea la visualización del balance de Extracción/Carga en las minas.,Desbloqueia exibição do balanço de Mineração/Carga nas minas.,鉱山での採掘/運搬バランスの表示を解放する。,광산의 채굴/운반 균형 표시를 열어줍니다.
StatMods,,#SKILL_FEATURE_BEACONRESET_NAME,Accounting Hall Reset,Сброс Хижины учёта,Halle der Abrechnung zurücksetzen,Reinicio de Cabaña de Registros,Reiniciar Cabana de Registros,会計小屋リセット,회계 오두막 초기화
StatMods,,#SKILL_FEATURE_BEACONRESET_DESC,Unlocks Accounting Hall Reset,Открывает Сброс Хижины учёта,Schaltet Halle der Abrechnung Zurücksetzen frei,Desbloquea el reinicio de la Cabaña de Registros,Desbloqueia Reiniciar Cabana de Registros,会計小屋のリセットを解放する,회계 오두막 초기화를 열어줍니다
StatMods,,#SKILL_FEATURE_MARKETBETTERCHANCES1_NAME,Market Better Chances I,Шансы рынка I,Marktchancen I,Mejores oportunidades I,Melhores chances I,市場チャンス I,시장 확률 I
StatMods,,#SKILL_FEATURE_MARKETBETTERCHANCES1_DESC,Chance of favorable market events +5%,Шанс благоприятных событий рынка +5%,Chance auf positive Marktereignisse +5%,Posibilidad de eventos de mercado favorables +5%,Chance de eventos de mercado favoráveis +5%,有利な市場イベントの確率+5%,유리한 시장 이벤트 확률 +5%
StatMods,,#SKILL_FEATURE_MARKETBETTERCHANCES2_NAME,Market Better Chances II,Шансы рынка II,Marktchancen II,Mejores oportunidades II,Melhores chances II,市場チャンス II,시장 확률 II
StatMods,,#SKILL_FEATURE_MARKETBETTERCHANCES2_DESC,Chance of favorable market events +5%,Шанс благоприятных событий рынка +5%,Chance auf positive Marktereignisse +5%,Posibilidad de eventos de mercado favorables +5%,Chance de eventos de mercado favoráveis +5%,有利な市場イベントの確率+5%,유리한 시장 이벤트 확률 +5%
StatMods,,#SKILL_FEATURE_MARKETBETTERCHANCES3_NAME,Market Better Chances III,Шансы рынка III,Marktchancen III,Mejores oportunidades III,Melhores chances III,市場チャンス III,시장 확률 III
StatMods,,#SKILL_FEATURE_MARKETBETTERCHANCES3_DESC,Chance of favorable market events +5%,Шанс благоприятных событий рынка +5%,Chance auf positive Marktereignisse +5%,Posibilidad de eventos de mercado favorables +5%,Chance de eventos de mercado favoráveis +5%,有利な市場イベントの確率+5%,유리한 시장 이벤트 확률 +5%
StatMods,,#SKILL_FEATURE_MARKETMOREBONUSES1_NAME,Market More Bonuses I,Бонусы рынка I,Marktboni I,Más bonificaciones I,Mais bônus I,市場ボーナス I,시장 보너스 I
StatMods,,#SKILL_FEATURE_MARKETMOREBONUSES1_DESC,4x market bonus chance +5%,Шанс бонуса x4 от рынка +5%,4x Marktbonus-Chance +5%,Probabilidad de bonif. de mercado x4 +5%,Chance de bônus de mercado x4 +5%,市場4倍ボーナスの確率+5%,시장 4배 보너스 확률 +5%
StatMods,,#SKILL_FEATURE_MARKETMOREBONUSES2_NAME,Market More Bonuses II,Бонусы рынка II,Marktboni II,Más bonificaciones II,Mais bônus II,市場ボーナス II,시장 보너스 II
StatMods,,#SKILL_FEATURE_MARKETMOREBONUSES2_DESC,5x market bonus chance +3%,Шанс бонуса x5 от рынка +3%,5x Marktbonus-Chance +3%,Probabilidad de bonif. de mercado x5 +3%,Chance de bônus de mercado x5 +3%,市場5倍ボーナスの確率+3%,시장 5배 보너스 확률 +3%
StatMods,,#SKILL_FEATURE_MARKETMOREBONUSES3_NAME,Market More Bonuses III,Бонусы рынка III,Marktboni III,Más bonificaciones III,Mais bônus III,市場ボーナス III,시장 보너스 III
StatMods,,#SKILL_FEATURE_MARKETMOREBONUSES3_DESC,6x market bonus chance +1%,Шанс бонуса x6 от рынка +1%,6x Marktbonus-Chance +1%,Probabilidad de bonif. de mercado x6 +1%,Chance de bônus de mercado x6 +1%,市場6倍ボーナスの確率+1%,시장 6배 보너스 확률 +1%
,,,,,,,,,
StatMods,,#SKILL_FEATURE_SHRINE_NAME,Shrine,Храм,Schrein,Santuario,Templo,神殿,사당
StatMods,,#SKILL_FEATURE_SHRINE_DESC,Talk to the Spirits of the Forest to get their help,Разговаривайте с Духами Леса чтобы получить их помощь,"Sprich mit den Geistern im Wald, damit sie dir helfen",Habla con los espíritus de los bosques para conseguir su ayuda.,Fale com os Espíritos da Floresta para obter ajuda,森の精霊と言葉を交わして助力を得る。,숲의 정령과 대화하여 도움을 받습니다
StatMods,,#SKILL_FEATURE_AUTOSELL_NAME,Autosell,Автопродажа,Auto-Verkauf,Venta automática,Venda automática,自動販売,자동 판매
StatMods,,#SKILL_FEATURE_AUTOSELL_DESC,Enable auto-selling for selected ores,Возможность автоматически продавать руду,Ermöglicht den automatischen Verkauf ausgewählter Erze,Permite vender minerales seleccionados automáticamente,Permite vender minérios selecionados automaticamente,選択した鉱石を自動で販売できる,선택한 광물을 자동으로 판매
StatMods,,#SKILL_FEATURE_BOOSTERS_NAME,Boosters,Бустеры,Booster,Boosters,Boosters,ブースター,부스터
StatMods,,#SKILL_FEATURE_BOOSTERS_DESC,Boosters speed up mining and item production,Бустеры ускоряют шахты и производство,Booster beschleunigen den Abbau und die Herstellung,Los impulsores aceleran la minería y la producción,Impulsores aceleram a mineração e a produção,採掘と生産の速度が上がる,채굴과 제작 속도 증가
StatMods,,#SKILL_FEATURE_MARKETINSIGHT_NAME,Market Forecasting,Предвидение рынка,Marktprognose,Pronóstico del mercado,Previsão de mercado,市場予測,시장 예측
StatMods,,#SKILL_FEATURE_MARKETINSIGHT_DESC,Unlocks the ability to preview the next Market Board,Способность предвидеть будущий рынок,Ermöglicht die Vorschau auf das nächste Händlerbrett,Permite previsualizar la próxima tabla del mercado,Permite visualizar o próximo quadro do mercado,次のマーケットボードをプレビューできるようになる,다음 상인 게시판을 미리 볼 수 있습니다
StatMods,,#SKILL_FEATURE_MARKETACCELERATOR_NAME,Market Control,Контроль рынка,Marktkontrolle,Control del mercado,Controle de mercado,市場操作,시장 제어
StatMods,,#SKILL_FEATURE_MARKETACCELERATOR_DESC,Allows you to activate the next Market Board ahead of time,Возможность моментально включить следующие рыночные цены,"Ermöglicht es dir, das nächste Händlerbrett vorzeitig zu aktivieren",Permite activar la próxima tabla del mercado antes de tiempo,Permite ativar o próximo quadro do mercado antes da hora,次の商人掲示板を即座に有効化できるようになる,다음 상인 게시판을 즉시 활성화할 수 있습니다
,,,,,,,,,
StatMods,,#SKILL_PERMANENT_UPGRADE_NAME,Permanent Upgrade,Постоянное улучшение,Dauerhaftes Upgrade,Mejora permanente,Melhoria permanente,恒久的アップグレード,영구 업그레이드
,,,,,,,,,
Badges,,#BADGE_25000,1 year of Orecraft,1 год Оркрафта,1 Jahr Orecraft,1 año de Orecraft,1 ano de Orecraft,Orecraft 1周年,Orecraft 1주년
Badges,,#BADGE_25001,2 years of Orecraft,2 года Оркрафта,2 Jahre Orecraft,2 años de Orecraft,2 anos de Orecraft,Orecraft 2周年,Orecraft 2주년
Badges,,#BADGE_25002,3 years of Orecraft,3 года Оркрафта,3 Jahre Orecraft,3 años de Orecraft,3 anos de Orecraft,Orecraft 3周年,Orecraft 3주년
Badges,,#BADGE_10000,Badge of Untold Valor,Значок Незримой Доблести,Abzeichen der Ungesagten Tapferkeit,Insignia del Valor Inefable,Insígnia da Bravura Indizível,語られざる武勇のバッジ,전해지지 않은 용맹의 배지
Badges,,#BADGE_10001,Badge of Silent Fortitude,Значок Тихой Стойкости,Abzeichen der Stillen Standhaftigkeit,Insignia de la Fortaleza Silenciosa,Insígnia da Fortaleza Silenciosa,静かなる堅忍のバッジ,고요한 인내의 배지
Badges,,#BADGE_10002,Badge of Steeled Resolve,Значок Закалённой Решимости,Abzeichen der Gestählten Entschlossenheit,Insignia de la Resolución Templada,Insígnia da Determinação Temperada,鍛えられし決意のバッジ,단련된 결의의 배지
Badges,,#BADGE_10003,Badge of Unyielding Will,Значок Непреклонной Воли,Abzeichen des Unbeugsamen Willens,Insignia de la Voluntad Inquebrantable,Insígnia da Vontade Inabalável,不屈の意志のバッジ,굽히지 않는 의지의 배지
Badges,,#BADGE_10004,Badge of the Unbroken,Значок Несломимых,Abzeichen der Ungebrochenen,Insignia de los Inquebrantables,Insígnia dos Inquebráveis,不壊のバッジ,불굴의 배지
Badges,,#BADGE_10005,Badge of the Ancient Forge,Значок Древнего Горнила,Abzeichen der Alten Schmiede,Insignia de la Fragua Antigua,Insígnia da Forja Ancestral,古の鍛冶場のバッジ,고대 대장간의 배지
Badges,,#BADGE_10006,Badge of the Eternal Flame,Значок Вечного Пламени,Abzeichen der Ewigen Flamme,Insignia de la Llama Eterna,Insígnia da Chama Eterna,永遠の炎のバッジ,영원한 불꽃의 배지
Badges,,#BADGE_10007,Badge of the Hidden Vein,Значок Скрытой Жилы,Abzeichen der Verborgenen Ader,Insignia de la Veta Oculta,Insígnia do Veio Oculto,隠された鉱脈のバッジ,숨겨진 광맥의 배지
Badges,,#BADGE_10008,Badge of Masterful Craft,Значок Искусного Ремесла,Abzeichen des Meisterhaften Handwerks,Insignia de la Maestría Artesanal,Insígnia do Ofício Magistral,匠の技のバッジ,숙련된 기술의 배지
Badges,,#BADGE_10009,Badge of the Decisive Strike,Значок Верного Удара,Abzeichen des Entscheidenden Schlags,Insignia del Golpe Decisivo,Insígnia do Golpe Decisivo,決定的な一撃のバッジ,결정적 일격의 배지
Badges,,#BADGE_10010,Badge of Frozen Time,Значок Застывшего Времени,Abzeichen der Gefrorenen Zeit,Insignia del Tiempo Congelado,Insígnia do Tempo Congelado,凍りついた時のバッジ,얼어붙은 시간의 배지
Badges,,#BADGE_10011,Badge of Relentless Swiftness,Значок Неудержимой Стремительности,Abzeichen der Unaufhaltsamen Schnelligkeit,Insignia de la Rapidez Implacable,Insígnia da Rapidez Implacável,止められぬ迅速のバッジ,끊임없는 신속의 배지
Badges,,#BADGE_10012,Badge of the Gaping Abyss,Значок Разверстой Бездны,Abzeichen des Gähnenden Abgrunds,Insignia del Abismo Abierto,Insígnia do Abismo Escancarado,開きし奈落のバッジ,벌어진 심연의 배지
Badges,,#BADGE_10013,Badge of Steadfast Honor,Значок Непоколебимой Чести,Abzeichen der Standhaften Ehre,Insignia del Honor Inquebrantable,Insígnia da Honra Inabalável,揺るぎなき名誉のバッジ,확고한 명예의 배지
Badges,,#BADGE_10014,Badge of Quiet Mercy,Значок Тихого Милосердия,Abzeichen der Stillen Gnade,Insignia de la Misericordia Silenciosa,Insígnia da Misericórdia Silenciosa,静かなる慈悲のバッジ,고요한 자비의 배지
Badges,,#BADGE_10015,Badge of Shattered Eternity,Значок Расколотой Вечности,Abzeichen der Zerbrochenen Ewigkeit,Insignia de la Eternidad Quebrada,Insígnia da Eternidade Estilhaçada,砕けた永遠のバッジ,산산이 부서진 영원의 배지
Badges,,#BADGE_10016,Badge of Primal Chaos,Значок Первозданного Хаоса,Abzeichen des Urzeitlichen Chaos,Insignia del Caos Primordial,Insígnia do Caos Primordial,原初の混沌のバッジ,원초적 혼돈의 배지
Badges,,#BADGE_10017,Badge of Beautiful Ruin,Значок Прекрасных Руин,Abzeichen der Schönen Ruine,Insignia de la Bella Ruina,Insígnia da Bela Ruína,美しき廃墟のバッジ,아름다운 폐허의 배지
Badges,,#BADGE_10018,Badge of Sworn Loyalty,Значок Нерушимой Верности,Abzeichen der Geschworenen Treue,Insignia de la Lealtad Jurada,Insígnia da Lealdade Jurada,誓いの忠誠のバッジ,맹세한 충성의 배지
Badges,,#BADGE_10019,Badge of Subtle Finesse,Значок Тонкой Искусности,Abzeichen der Subtilen Finesse,Insignia de la Sutil Destreza,Insígnia da Fineza Sutil,繊細な妙技のバッジ,미묘한 정교함의 배지
Badges,,#BADGE_10020,Badge of the Sunken Trove,Значок Затонувших Сокровищ,Abzeichen des Versunkenen Schatzes,Insignia del Tesoro Hundido,Insígnia do Tesouro Submerso,沈みし宝のバッジ,가라앉은 보물의 배지
